53.842,63.054,90,210,211,204,252,600
53.843,63.055,90,215,212,205,251,600
53.844,63.056,90,220,213,206,250,600
53.845,63.057,90,225,214,207,249,600
53.846,63.058,90,230,215,208,248,600
53.847,63.059,90,235,216,209,247,600
53.848,63.06,90,240,217,210,246,600
53.849,63.061,90,245,218,211,245,600
53.85,63.062,90,250,205,212,244,600
53.851,63.063,90,255,206,213,243,600
53.852,63.064,90,250,207,214,242,600
53.853,63.065,90,245,208,215,241,600
53.854,63.066,90,245,209,216,240,600
53.855,63.067,90,245,210,217,239,600
53.856,63.068,90,235,211,218,238,600
53.857,63.069,90,225,212,250,237,600
53.858,63.07,90,215,213,245,236,600
53.859,63.071,90,205,214,245,235,600
53.86,63.072,90,195,215,245,234,600
53.861,63.073,90,185,216,235,233,600
53.862,63.074,90,175,217,225,232,600
53.863,63.075,90,176,218,215,231,600
53.864,63.076,90,177,219,205,230,600
53.865,63.077,90,178,220,195,229,600
53.866,63.078,90,179,221,185,228,600
53.867,63.079,90,180,222,175,227,600
53.868,63.08,90,181,223,176,226,600
53.869,63.081,90,182,224,177,225,600
53.87,63.082,90,183,225,178,224,600
53.871,63.083,90,184,226,179,223,600
53.872,63.084,90,185,227,180,222,600
53.873,63.085,90,186,228,181,221,600
53.874,63.086,90,187,229,182,220,600
53.875,63.087,90,188,230,183,219,600
53.876,63.088,90,189,231,184,218,600
53.877,63.089,90,190,232,185,217,600
53.878,63.09,90,191,233,186,216,600
53.879,63.091,90,192,234,187,215,600
53.88,63.092,90,193,235,188,214,600
53.881,63.093,90,194,236,189,213,600
53.882,63.094,90,195,237,190,212,600
53.883,63.095,90,196,238,191,211,600
53.884,63.096,90,197,239,192,210,600
53.885,63.097,90,198,240,193,209,600
53.886,63.098,90,199,241,194,208,600
53.887,63.099,90,200,242,195,207,600
53.888,63.1,90,201,243,196,206,600
53.889,63.101,90,202,244,197,205,600
53.89,63.102,90,203,245,198,204,600
53.891,63.103,90,204,246,199,203,600
53.892,63.104,90,205,247,200,202,600
53.893,63.105,90,206,248,201,201,600
53.894,63.106,90,207,249,202,200,600
53.895,63.107,90,208,250,203,199,600
53.896,63.108,90,209,251,204,198,600
53.897,63.109,90,210,252,205,197,600
53.898,63.11,90,211,253,206,196,600
53.899,63.111,90,212,254,207,195,600
53.9,63.112,90,213,255,208,194,600
53.901,63.113,90,214,254,209,193,600
53.902,63.114,90,215,253,210,192,600
53.903,63.115,90,216,252,211,191,600
53.904,63.116,90,217,251,212,190,600
53.905,63.117,90,218,250,213,189,600
53.906,63.118,90,219,249,214,188,600
53.907,63.119,90,220,248,215,187,600
53.908,63.12,90,221,247,216,186,600
53.909,63.121,90,222,246,217,205,600
53.91,63.122,90,223,245,218,206,600
53.911,63.123,90,224,244,205,207,600
53.912,63.124,90,225,243,206,208,600
53.913,63.125,90,226,242,207,209,600
53.914,63.126,90,227,241,208,210,600
53.915,63.127,90,228,240,209,211,600
53.916,63.128,90,229,239,210,212,600
53.917,63.129,90,230,238,211,213,600
53.918,63.13,90,231,237,212,214,600
53.919,63.131,90,232,236,213,215,600
53.92,63.132,90,233,235,214,216,600
53.921,63.133,90,234,234,215,217,600
53.922,63.134,90,235,233,216,218,600
53.923,63.135,90,236,232,217,219,600
53.924,63.136,90,237,231,218,220,600
53.925,63.137,90,238,230,219,221,600
53.926,63.138,90,239,229,220,222,600
53.927,63.139,90,240,228,221,223,600
53.928,63.14,90,241,227,222,224,600
53.929,63.141,90,242,226,223,225,600
53.93,63.142,90,243,225,224,226,600
53.931,63.143,90,244,224,225,227,600
53.932,63.144,90,245,223,226,228,600
53.933,63.145,90,246,222,227,229,600
53.934,63.146,90,247,221,228,230,600
53.935,63.147,90,248,220,229,231,600
53.936,63.148,90,249,219,230,232,600
53.937,63.149,90,250,218,231,233,600
53.938,63.15,90,251,217,232,234,600
53.939,63.151,90,252,216,233,235,600
53.94,63.152,90,253,215,234,236,600
53.941,63.153,90,254,214,235,237,600
53.942,63.154,90,255,213,236,238,600
53.943,63.155,90,254,212,237,239,600
53.944,63.156,90,253,211,238,240,600
53.945,63.157,90,252,210,239,241,600
53.946,63.158,90,251,209,240,242,600
53.947,63.159,90,250,208,241,243,600
53.948,63.16,90,249,207,242,244,600
53.949,63.161,90,248,206,243,245,600
53.95,63.162,90,247,205,244,246,600
53.951,63.163,90,246,204,245,247,600
53.952,63.164,90,245,203,246,248,600
53.953,63.165,90,244,202,247,249,600
53.954,63.166,90,243,201,248,250,600
53.955,63.167,90,242,200,249,251,600
53.956,63.168,90,241,199,250,252,600
53.957,63.169,90,240,198,251,253,600
53.958,63.17,90,239,197,252,254,600
53.959,63.171,90,238,196,253,255,600
53.96,63.172,90,237,195,254,254,600
53.961,63.173,90,236,194,255,253,600
53.962,63.174,90,235,193,254,252,600
53.963,63.175,90,234,192,253,251,600
53.964,63.176,90,233,191,252,250,600
53.965,63.177,90,232,190,251,249,600
53.966,63.178,90,231,189,250,248,600
53.967,63.179,90,230,188,249,247,600
53.968,63.18,90,229,187,248,246,600
53.969,63.181,90,228,186,247,245,600
53.97,63.182,90,227,204,246,244,600
53.971,63.183,90,226,203,245,243,600
53.972,63.184,90,225,202,244,242,600
53.973,63.185,90,224,201,243,241,600
53.974,63.186,90,223,200,242,240,600
53.975,63.187,90,222,199,241,239,600
53.976,63.188,90,221,198,240,238,600
53.977,63.189,90,220,197,239,237,600
53.978,63.19,90,219,196,238,236,600
53.979,63.191,90,218,195,237,235,600
53.98,63.192,90,217,194,236,234,600
53.981,63.193,90,216,193,235,233,600
53.982,63.194,90,215,192,234,232,600
53.983,63.195,90,214,191,233,231,600
53.984,63.196,90,213,190,232,230,600
53.985,63.197,90,212,189,231,229,600
53.986,63.198,90,211,188,230,228,600
53.987,63.199,90,210,187,229,227,600
53.988,63.2,90,209,186,228,226,600
53.989,63.201,90,208,202,227,225,600
53.99,63.202,90,207,201,226,224,600
53.991,63.203,90,206,200,225,223,600
53.992,63.204,90,205,199,224,222,600
53.993,63.205,90,204,198,223,221,600
53.994,63.206,90,203,197,222,220,600
53.995,63.207,90,202,196,221,219,600
53.996,63.208,90,201,195,220,218,600
53.997,63.209,90,200,194,219,217,600
53.998,63.21,90,199,193,218,216,600
53.999,63.211,90,198,192,217,215,600
54,63.212,90,197,191,216,214,600
54.001,63.213,90,196,190,215,213,600
54.002,63.214,90,195,189,214,212,600
54.003,63.215,90,194,188,213,211,600
54.004,63.216,90,193,187,212,210,600
54.005,63.217,90,192,186,211,209,600
54.006,63.218,90,191,187,210,208,600
54.007,63.219,90,190,188,209,207,600
54.008,63.22,90,189,189,208,206,600
54.009,63.221,90,188,190,207,205,600
54.01,63.222,90,187,191,206,204,600
54.011,63.223,90,186,192,205,203,600
